Name,binding
002.1F2,False
002.2H9,False
002.4B4,False
002.4E6,False
002.7B11,False
003.10G4,False
003.13H10,False
003.1H8,False
003.4C5,False
003.4D7,False
003.5H11,False
003.6A1,False
003.6A2,False
003.6B2,False
003.6F2,False
003.7D8,False
010.1D10,False
010.1D8,False
010.2C3,False
010.2C6,False
010.4B4,False
010.5B4,False
010.5C11,False
010.7H1,False
010.7H3,False
010.8D9,False
011.10E1,False
011.13A3,False
011.13A9,False
011.14A5,False
011.14E1,False
011.14F9,False
011.15H3,False
011.16A4,False
011.17F5,False
011.18B6,False
011.19D9,False
011.19E4,False
011.20H1,False
011.21E2,False
011.4H1,False
011.5D11,False
011.5E1,False
011.7B1,False
011.7B8,False
011.7E2,False
023.13A11,False
023.15A5,False
023.18C11,False
023.19E3,False
023.20H2,False
023.4C8,False
G14F7E5,False
G15B4G5,False
G19B9G7,False
332,False
03-001,False
03-006,False
03-015,False
13,False
14,False
15706403_12H,False
16,False
RVI-15,False
RVI-23,False
RVI-24,False
RVI-27,False
RVI-30,False
RVI-31,False
RVI-33,False
RVI-34,False
RVI-4,False
RVI-40,False
RVI-5,False
RVI-6,False
2B4,False
8F9,False
FA9,False
HH12,False
KE5,False
QG1,False
SE12,False
UF12,False
M11,False
M14,False
M15,False
M21,False
M22,False
M23,False
M4,False
M5,False
M6,False
M8,False
M9,False
303-15,False
308-09,False
308-19,False
SC4006,False
SC4007,False
SC4008,False
SC4009,False
SC4010,False
SC4011,False
SC4012,False
SC4013,False
SC4014,False
SC4015,False
SC4017,False
SC4018,False
SC4019,False
SC4020,False
SC4021,False
SC4022,False
SC4023,False
SC4024,False
SC4025,False
SC4026,False
SC4027,False
SC4028,False
SC4029,False
SC4031,False
SC4032,False
SC4033,False
SC4034,False
SC4036,False
SC4037,False
SC4038,False
SC4039,False
SC4040,False
SC4041,False
SC4042,False
SC4044,False
SC4045,False
SC4046,False
SC4047,False
SC4048,False
SC4049,False
SC4050,False
SC4051,False
SC4052,False
SC4053,False
SC4054,False
SC4055,False
SC4056,False
SC4057,False
SC4058,False
SC4059,False
SC4060,False
SC4061,False
SC4062,False
SC4063,False
SC4064,False
SC4065,False
SC4066,False
SC4067,False
SC4068,False
SC4069,False
SC4070,False
SC4072,False
SC4073,False
SC4074,False
SC4076,False
SC4077,False
SC4078,False
SC4079,False
SC4080,False
SC4082,False
SC4083,False
SC4084,False
SC4085,False
SC4086,False
SC4087,False
SC4088,False
SC4089,False
SC4090,False
SC4091,False
SC4092,False
SC4093,False
SC4094,False
SC4095,False
SC4096,False
SC4097,False
SC4098,False
SC4099,False
SC4100,False
SC4101,False
SC4102,False
SC4103,False
SC4104,False
SC4105,False
SC4106,False
SC4107,False
SC4108,False
SC4109,False
SC4110,False
SC4111,False
SC4112,False
SC4113,False
SC4114,False
SC4115,False
SC4116,False
SC4117,False
SC4118,False
SC4119,False
SC4120,False
SC4121,False
SC4123,False
SC4124,False
SC4125,False
SC4126,False
SC4128,False
SC4129,False
SC4131,False
SC4132,False
SC4133,False
SC4134,False
SC4135,False
SC4136,False
SC4137,False
SC4138,False
SC4140,False
SC4141,False
SC4142,False
SC4144,False
SC4145,False
SC4146,False
SC4147,False
SC4148,False
SC4149,False
SC4150,False
SC4151,False
SC4152,False
SC4153,False
SC4154,False
SC4155,False
SC4156,False
SC4157,False
SC4158,False
SC4159,False
SC4160,False
SC4161,False
SC4162,False
SC4163,False
SC4164,False
16076869_N228,False
16076869_N229,False
16076869_N28,False
N1182,False
N1187,False
N1200,False
N1202,False
N1214,False
N1222,False
N1314,False
N1319,False
N1344,False
N1374,False
N1375,False
N1380,False
N1404,False
N1405,False
N1408,False
N1445,False
N1451,False
N1457,False
N1475,False
N1481,False
N1482,False
N1490,False
N1492,False
N1496,False
N1498,False
N1504,False
N1508,False
N1513,False
N1526,False
N1531,False
N1533,False
N1542,False
N1545,False
N1553,False
N1568,False
N1589,False
N1590,False
N1599,False
N1605,False
N1613,False
N1619,False
N1620,False
N1622,False
N1638,False
N1647,False
N1659,False
N1660,False
N1674,False
N1680,False
N1691,False
N1692,False
N1701,False
N1703,False
N1704,False
N1707,False
N1713,False
N1728,False
N1737,False
N1749,False
N1774,False
N1777,False
N1792,False
N1794,False
N1809,False
N1810,False
N1816,False
N1838,False
N1839,False
N1847,False
N1857,False
N1867,False
N1868,False
N1887,False
N1891,False
N1926,False
N1930,False
N1964,False
N2122,False
N2123,False
N2199,False
N2205,False
N2213,False
N2231,False
N2238,False
N2239,False
N225,False
N2272,False
N2277,False
N2303,False
N2307,False
N2325,False
N2344,False
N235,False
N2357,False
N236,False
N2396,False
N2430,False
N2448,False
N248,False
N249,False
N2527,False
N2542,False
N258,False
N259,False
N2617,False
N285,False
N290,False
N296,False
N314,False
N328,False
N362,False
N364,False
N469,False
N485,False
N487,False
N541,False
N563,False
N573,False
N598,False
N718,False
N723,False
N750,False
N950,False
N957,False
P1000,False
P103,False
P104,False
P1050,False
P1055,False
P106,False
P1060,False
P1082,False
P1094,False
P1097,False
P1114,False
P1132,False
P1142,False
P1156,False
P1157,False
P1165,False
P1169,False
P117,False
P1173,False
P1177,False
P1178,False
P1182,False
P1188,False
P1191,False
P1201,False
P121,False
P1215,False
P1229,False
P1289,False
P130,False
P1306,False
P131,False
P1321,False
P1337,False
P1346,False
P14,False
P1403,False
P1404,False
P141,False
P1422,False
P1430,False
P1456,False
P1484,False
P1504,False
P1522,False
P1529,False
P1531,False
P1532,False
P154,False
P1540,False
P1558,False
P1563,False
P1596,False
P1597,False
P160,False
P161,False
P1610,False
P1615,False
P1618,False
P1626,False
P1627,False
P1659,False
P1697,False
P1707,False
P173,False
P1812,False
P1823,False
P183,False
P1837,False
P184,False
P1854,False
P1870,False
P191,False
P1939,False
P194,False
P195,False
P196,False
P1971,False
P1986,False
P200,False
P202,False
P2033,False
P213,False
P2143,False
P215,False
P2184,False
P220,False
P225,False
P2251,False
P2255,False
P228,False
P229,False
P238,False
P2422,False
P248,False
P280,False
P283,False
P297,False
P307,False
P314,False
P323,False
P324,False
P325,False
P326,False
P333,False
P341,False
P343,False
P364,False
P373,False
P374,False
P380,False
P409,False
P416,False
P417,False
P427,False
P436,False
P437,False
P438,False
P439,False
P441,False
P450,False
P451,False
P452,False
P458,False
P459,False
P460,False
P506,False
P511,False
P512,False
P530,False
P532,False
P534,False
P545,False
P564,False
P571,False
P573,False
P585,False
P590,False
P608,False
P611,False
P624,False
P630,False
P650,False
P656,False
P66,False
P667,False
P668,False
P675,False
P680,False
P684,False
P689,False
P690,False
P71,False
P711,False
P717,False
P775,False
P781,False
P786,False
P788,False
P79,False
P795,False
P835,False
P84,False
P86,False
P860,False
P886,False
P896,False
P906,False
P907,False
P922,False
P948,False
P975,False
P995,False
PCLL4,False
PMM11,False
PMM22,False
CBMalpha8,False
G10,False
H9,False
BPG169,False
BPG256,False
BPG398,False
BPG48,False
BPG49,False
BPG79,False
IM3-1,False
IM5-1,False
IM5-3,False
IM5-4,False
IM5-5,False
015,False
AG11,False
B2,False
BB11,False
HAIM29,False
I9,False
K11,False
P16,False
A23,False
B36,False
C29,False
E39,False
H29,False
135a02,False
135a10,False
135c02,False
135c09,False
135f09,False
135f12,False
135g12,False
152a08,False
152b09,False
152b11,False
152c02,False
152d03,False
152d04,False
152e03,False
152e06,False
16563430_135a03,False
16563430_135a05,False
16563430_135a07,False
16563430_135b02,False
16563430_135b06,False
16563430_135b07,False
16563430_135b08,False
16563430_135b10,False
16563430_135b12,False
16563430_135c03,False
16563430_135c06,False
16563430_135c11,False
16563430_135d02,False
16563430_135d04,False
16563430_135d05,False
16563430_135d06,False
16563430_135d07,False
16563430_135d12,False
16563430_135e02,False
16563430_135e03,False
16563430_135e04,False
16563430_135e05,False
16563430_135e07,False
16563430_135e11,False
16563430_135e12,False
16563430_135f06,False
16563430_135f07,False
16563430_135f10,False
16563430_135f11,False
16563430_135g03,False
16563430_135g05,False
16563430_135g07,False
16563430_135g08,False
16563430_135g10,False
16563430_135g11,False
16563430_152a07,False
16563430_152a09,False
16563430_152b04,False
16563430_152b06,False
16563430_152b07,False
16563430_152c04,False
16563430_152c06,False
16563430_152c07,False
16563430_152c11,False
16563430_152d08,False
16563430_152d11,False
16563430_152e02,False
16563430_152e04,False
16563430_152e05,False
16563430_152e08,False
16563430_60a01,False
16563430_60a02,False
16563430_60a03,False
16563430_60a04,False
16563430_60A07,False
16563430_60a09,False
16563430_60a11,False
16563430_60b09,False
16563430_60c03,False
16563430_60c04,False
16563430_60c07,False
16563430_60c12,False
16563430_60d03,False
16563430_60d04,False
16563430_60d05,False
16563430_60d08,False
16563430_60e05,False
16563430_60f01,False
16563430_60f02,False
16563430_60f03,False
16563430_60f06,False
16563430_60f09,False
16563430_60f10,False
16563430_60g03,False
16563430_60g04,False
16563430_60g06,False
16563430_60g09,False
16563430_60g11,False
16563430_60h11,False
16563430_60h12,False
16563430_61a05,False
16563430_61c03,False
16563430_61c04,False
16563430_61c06,False
16563430_61d06,False
16563430_61e08,False
16563430_61e11,False
16563430_61e12,False
16563430_61f01,False
16563430_61G10,False
16563430_61h05,False
16563430_62a09,False
16563430_62b01,False
16563430_62b03,False
16563430_62b05,False
16563430_62B07,False
16563430_62c03,False
16563430_62c04,False
16563430_62c05,False
16563430_62d04,False
16563430_62d10,False
16563430_62d11,False
16563430_62d12,False
16563430_62e05,False
16563430_62e12,False
16563430_62F01,False
16563430_62f09,False
16563430_62F10,False
16563430_62g02,False
16563430_62G10,False
16563430_62G11,False
16563430_62h02,False
16563430_62h06,False
16563430_62H07,False
16563430_63a02,False
16563430_63a03,False
16563430_63a11,False
16563430_63a12,False
16563430_63b07,False
16563430_63b09,False
16563430_63c07,False
60b12,False
62a06,False
63a05,False
RAM2,False
RAM3,False
10,False
GK2,False
GK8,False
T14-1,False
T14-5,False
T14-7,False
T14-9,False
TCH-3,False
TCH-5,False
TCH-6,False
TCH-8,False
P2-114,False
P3-116,False
SC4271,False
SC4274,False
SC4283,False
SC4289,False
SC4299,False
SC4311,False
SC4325,False
SC4353,False
SC4361,False
SC4368,False
SC4374,False
SC4375,False
81,False
2-46,False
3-24,False
4-10,False
4-35,False
7-15,False
Pf143,False
Pf227,False
Pf25,False
1308_clone_B12,False
1308_clone_C11,False
1308_clone_C3,False
1308_clone_C4,False
1308_clone_D11,False
1308_clone_D5,False
1308_clone_D9,False
1308_clone_E3,False
1308_clone_H2,False
1308_clone_H7,False
1403_clone_A5,False
1403_clone_B1,False
1403_clone_D3,False
1403_clone_E1,False
1403_clone_E9,False
1403_clone_F2,False
1403_clone_G6,False
1403_clone_H12,False
1432_clone_B2,False
1432_clone_B4,False
1432_clone_C2,False
1432_clone_C3,False
1432_clone_C4,False
1432_clone_C8,False
1432_clone_D2,False
1432_clone_D6,False
1432_clone_D8,False
1432_clone_F1,False
2E11,False
2G8,False
773_clone_C10,False
773_clone_C11,False
773_clone_D10,False
773_clone_D7,False
773_clone_E3,False
773_clone_E7,False
773_clone_F5,False
773_clone_F8,False
773_clone_G1,False
773_clone_G7,False
D4A,False
D4B,False
G9,False
LDU_077_clone_F1,False
LDU_077_clone_G1,False
LDU_077_clone_G4,False
LDU_077_clone_G5,False
LDU_077_clone_G6,False
LDU_077_clone_H3,False
LDU_077_clone_H6,False
LDU_077_clone_H7,False
LDU_095_clone_B3,False
LDU_095_clone_C4,False
CLL861,False
XEhI-20,False
XEhI-28,False
XEhI-B5,False
XEhI-H2,False
CLL246,False
CLL255,False
CLL260,False
CLL366,False
CLL376,False
CLL415,False
CLL562,False
CLL657,False
CLL845,False
DO8,False
PG16,False
PG20,False
PG9,False
PGC14,False
PGG14,False
RSV1,False
RSV10,False
RSV103,False
RSV11,False
RSV112A,False
RSV113B,False
RSV12,False
RSV121,False
RSV128,False
RSV13,False
RSV134,False
RSV14,False
RSV150,False
RSV154,False
RSV157,False
RSV158,False
RSV159,False
RSV16,False
RSV162A,False
RSV165,False
RSV167,False
RSV168,False
RSV170,False
RSV172,False
RSV175,False
RSV18,False
RSV2,False
RSV208,False
RSV214,False
RSV218,False
RSV219,False
RSV225,False
RSV232,False
RSV237,False
RSV29A,False
RSV3,False
RSV32,False
RSV35,False
RSV4,False
RSV41,False
RSV44,False
RSV45,False
RSV5,False
RSV50,False
RSV54A,False
RSV6,False
RSV61,False
RSV64,False
RSV67,False
RSV7,False
RSV77,False
RSV79,False
RSV8,False
RSV82,False
RSV86,False
RSV88,False
RSV9,False
RSV90,False
RB109,False
RB156,False
S104,False
19965661_H10,False
19965661_H5,False
19965661_H9,False
H1,False
H15,False
H19,False
H7,False
20616233_VRC01,False
VRC03,False
20875420_A7,False
20875420_B11,False
20875420_B2,False
20875420_B4,False
20875420_B5,False
20875420_B6,False
20875420_C9,False
20875420_D11,False
20875420_D2,False
20875420_E7,False
20875420_H9,False
E5,False
F10,False
G4,False
Tox203,False
029,False
031,False
037,False
058,False
086,False
089,False
112,False
113,False
156,False
159,False
160,False
166,False
169,False
172,False
183,False
186,False
188,False
189,False
195,False
197,False
201,False
203,False
205,False
211,False
214,False
215,False
219,False
225,False
229,False
232,False
235,False
237,False
238,False
242,False
243,False
246,False
250,False
267,False
269,False
271,False
274,False
286,False
290,False
291,False
294,False
295,False
297,False
302,False
335,False
339,False
349,False
351,False
431,False
437,False
446,False
461,False
482,False
488,False
515,False
516,False
517,False
520,False
526,False
532,False
536,False
551,False
559,False
572,False
575,False
586,False
589,False
607,False
611,False
612,False
614,False
617,False
621,False
626,False
628,False
632,False
633,False
634,False
640,False
643,False
649,False
650,False
651,False
1000-1B02,False
1000-1C03,False
1000-1D05,False
1000-1E04,False
1000-2F06,False
1000-2G06,False
1000-3B04,False
1000-3B06,False
1000-3C05,False
1000-3E04,False
1009-3A02,False
1009-3C02,False
1009-3C06,False
1009-3D01,False
1009-3G06,False
70-1C04,False
70-1D02,False
70-1F03,False
70-5B01,False
70-5C01,False
70-5C05,False
70-5D01,False
70-5E05,False
70-5F01,False
EM-2C04,False
EM-3C02,False
EM-3C04,False
129,False
21725051_25,False
255,False
12A12,False
12A21,False
1B2530,False
1NC9,False
3BNC117,False
3BNC60,False
8ANC195,False
NIH45-46,False
CH01,False
CH02,False
CH03,False
CH04,False
VRC-CH30,False
VRC-CH31,False
VRC-CH32,False
VRC-CH33,False
VRC-CH34,False
VRC-PG04,False
VRC-PG04b,False
PGT121,False
PGT122,False
PGT123,False
PGT127,False
PGT128,False
PGT130,False
PGT135,False
PGT136,False
PGT137,False
PGT141,False
PGT142,False
PGT144,False
PGT145,False
1G2,False
2C2,False
SM1-6,False
SM12,False
SM3-1,False
SM4-5,False
SM5-1,False
SM6-5,False
m66,False
6D9,False
338a08,False
338a09d,False
338B03d,False
338b20,False
338c04,False
338c14,False
338c16,False
338c17,False
338d22,False
338e03,False
338e09,False
338e13,False
338e17,False
338e23,False
338f16,False
338f17,False
338g02,False
338g07,False
338g15,False
338h08,False
338H14,False
338i04,False
338j08,False
338l22,False
338m13,False
338n10,False
338n15d,False
338n16d,False
338n19,False
339b14d,False
339c08,False
339e03,False
339e15,False
339e20,False
339e22,False
339f08,False
339f20,False
339g04,False
339g07,False
339g10,False
339g23,False
339h04,False
339h20,False
339i11,False
339i18,False
339N19,False
339P14,False
340E02,False
340E04,False
340E07,False
340e09,False
340F15,False
340G19,False
340H21,False
340K21,False
340K22,False
340K24,False
340L23,False
340M15,False
340M22,False
340N16,False
340O09,False
340P06,False
341C24,False
344A09,False
344a11,False
344b03,False
344b12,False
344c07,False
344D09,False
344e03,False
344f03,False
344j19,False
344n21,False
344n22,False
344o11,False
345A03,False
345e22,False
345f05,False
345n06,False
345n11d,False
346c11,False
346o18,False
347a23,False
347c18,False
347g15,False
347g21,False
347m23,False
348b03,False
348h19,False
348p13,False
349m13,False
432J15,False
433e06,False
434A23,False
434M13,False
435B22,False
435E24,False
435F21,False
528A08,False
528B06,False
528B21,False
528C03,False
528D09,False
528D13,False
528D16,False
528D17,False
528E02,False
528E14,False
528F21,False
528F24,False
528G11,False
528G18,False
528H05,False
528H13,False
528i19,False
528i20,False
528i21,False
528J17,False
528K04,False
528K07,False
528K10,False
528L02,False
528L08,False
528L11,False
528L13,False
528M04,False
528M13,False
528M14,False
528M17d,False
528M22,False
528M23,False
528N19,False
528N20,False
528O08,False
528O19,False
528O21,False
528P07,False
528P17,False
528P18,False
528P19,False
528P21,False
529A10,False
529A13,False
529A18,False
529A20,False
529C08,False
529F05,False
529F15,False
529G04,False
529G07,False
529G10d,False
529G16,False
529H03,False
529H13,False
529H22,False
529i14,False
529J14,False
529J18,False
529L09,False
529L10,False
529N20,False
529o19,False
529P03,False
529P06,False
529P09,False
530A13,False
530A14,False
530B08,False
530B17,False
530B18,False
530C06,False
530C17,False
530D24,False
530E02,False
530F06,False
530F13,False
530F16,False
530G10,False
530G11,False
530G15,False
530J03,False
530J15,False
530K22,False
530L11,False
530L15,False
530o12,False
530P05,False
530P06,False
530P12,False
530P21,False
531A10,False
531B03,False
531B10,False
531B23,False
531C11,False
531C17,False
531D02,False
531D06,False
531D19,False
531E03,False
531E07,False
531E08,False
531E13,False
531F20,False
531G09,False
531G14d,False
531H08,False
531i09,False
531i10,False
531i21,False
531J17,False
531M11,False
531M15,False
531N11,False
531N13,False
531o23,False
531P15,False
538A04,False
538G08d,False
538H03,False
538i14,False
538J14,False
538J16,False
538N04,False
538o05,False
539B09,False
539F06,False
539F09,False
539H07,False
539i02,False
540B04d,False
540D04,False
540E02,False
540E03,False
540F08,False
540G03,False
540G05,False
540G07,False
540i04,False
540K10,False
541A08,False
541C08,False
541D05,False
541E04,False
541H04,False
541H12,False
541L16,False
542E13,False
542F11,False
543D19,False
544o03,False
545i02,False
547B21,False
547N13,False
2557,False
2558,False
4085,False
SFV005-1C01,False
SFV005-1D06,False
SFV019_4D01,False
SFV020_2A04,False
SFV020_2B03,False
SFV020_2B05,False
SFV020_2D03,False
SFV020_3F04,False
3b38,False
3b95,False
3b96,False
3c16,False
3c25,False
3c50,False
3c53,False
3c81,False
3c91,False
VRC06,False
VRC06b,False
697D_UA,False
CH58,False
CH58V_UA,False
CH59,False
CH59V_UA,False
HG107,False
HG120,False
PG16_UA,False
PG9_UA,False
111,False
116,False
144,False
DV82.11,False
DV87.1,False
VRC-10dN152,False
VRC-11dN152,False
VRC-1dN152,False
VRC-6dN152,False
VRC-7dN152,False
VRC-PG19,False
gVRC-1dC38,False
gVRC-2dC38,False
gVRC-3dC38,False
gVRC-4dC38,False
gVRC-5dC38,False
gVRC-6dC38,False
5E4,False
1p49w22,False
1p49w25,False
1p51w38,False
1p51w41,False
1p51w64,False
1p51w78,False
1p51w79,False
1p52w20,False
1p52w34,False
1p52w52,False
1p52w61,False
1p52w70,False
1p53w34,False
1p53w77,False
2p18w44,False
2p18w78,False
2p18w79,False
2p18w9,False
2p19w10,False
2p19w66,False
2p19w69,False
2p19w73,False
2p19w8,False
2p19w82,False
2p19w83,False
2p21w73,False
2p22w34,False
2p22w35,False
2p22w62,False
2p24w14,False
2p24w57,False
2p25w51,False
2p55w10,False
2p55w8,False
2p55w88,False
3p26w13,False
3p26w88,False
3p41w2,False
3p41w47,False
3p41w48,False
3p42w16,False
3p42w28,False
3p44w21,False
3p4w84,False
3p6w70,False
PGT152,False
PGT153,False
PGT154,False
PGT155,False
PGT156,False
PGT157,False
PGT158,False
RA368-14,False
RA368-15,False
RA368-19,False
RA368-2,False
RA368-24,False
RA368-37,False
RA368-5,False
RA368-51,False
RA368-57,False
RA368-58,False
RA372-14,False
RA372-18,False
RA372-21,False
RA372-44,False
RA375-115,False
RA375-119,False
RA375-12,False
RA375-123,False
RA375-128,False
RA375-129,False
RA375-130,False
RA375-131,False
RA375-138,False
RA375-156,False
RA375-164,False
RA375-175,False
RA375-189,False
RA375-19,False
RA375-195,False
RA375-202,False
RA375-204,False
RA375-221,False
RA375-223,False
RA375-29,False
RA375-41,False
RA375-6,False
RA375-75,False
RA449-10,False
RA449-101,False
RA449-103,False
RA449-114,False
RA449-118,False
RA449-120,False
RA449-121,False
RA449-128,False
RA449-152,False
RA449-176,False
RA449-18,False
RA449-190,False
RA449-193,False
RA449-26,False
RA449-28,False
RA449-35,False
RA449-37,False
RA449-44,False
RA449-46,False
RA449-47,False
RA449-49,False
RA449-50,False
RA449-51,False
RA449-56,False
RA449-68,False
RA449-72,False
RA449-77,False
RA449-88,False
CH186,False
CH187,False
CH200,False
CH235,False
CH236,False
CH239,False
CH240,False
CH241,False
DH300,False
DH301,False
DH302,False
DH303,False
DH304,False
DH305,False
DH306,False
DH307,False
DH308,False
DH309,False
DH310,False
DH311,False
DH312,False
DH313,False
DH314,False
DH315,False
DH316,False
DH317,False
DH318,False
DH319,False
DH320,False
DH321,False
DH322,False
DH323,False
DH324,False
DH325,False
DH326,False
DH327,False
DH328,False
DH329,False
DH330,False
DH331,False
DH332,False
DH333,False
DH334,False
DH335,False
DH336,False
DH337,False
DH338,False
DH339,False
DH340,False
DH341,False
DH342,False
DH343,False
DH344,False
DH345,False
DH346,False
DH347,False
DH348,False
DH349,False
DH350,False
DH351,False
DH352,False
DH353,False
DH354,False
DH355,False
DH366,False
DH367,False
PGT124,False
002-10007_1A03,False
002-10007_1C06,False
002-10007_1D03,False
002-10007_1D04,False
002-10007_1D05,False
002-10007_1D06,False
002-10007_1E02,False
002-10007_2C06,False
002-10007_2E06,False
002-10007_2F02,False
002-10007_2G05,False
005-10015_1A01,False
005-10015_1A02,False
005-10015_1B01,False
005-10015_1B02,False
005-10015_1C03,False
005-10015_1C06,False
060-11-083_2A03,False
060-11-083_2B01,False
060-11-083_2B02,False
060-11-083_2B03,False
060-11-083_2B04,False
060-11-083_2B05,False
060-11-083_2C02,False
060-11-083_2D02,False
060-11-083_2F01,False
060-11-083_2F02,False
060-11-083_2F03,False
060-11-083_2F04,False
060-11-083_2G05,False
060-11083_1A04,False
060-11083_1C01,False
060-11083_1C03,False
060-11083_1C06,False
060-11083_1D01,False
060-11083_1D04,False
060-11083_1D05,False
060-11083_1E02,False
060-11083_1E03,False
060-11083_1E04,False
060-11083_1F01,False
060-11083_1F03,False
060-11083_1F04,False
061-11084_1A04,False
061-11084_1C01,False
061-11084_1D03,False
061-11084_1E04,False
061-11084_1F06,False
061-11084_1G01,False
061-11084_1G04,False
061-11084_1G05,False
061-11084_2A06,False
061-11084_2B02,False
061-11084_2D01,False
061-11084_2D02,False
061-11084_2D03,False
061-11084_2E03,False
VRC01b,False
VRC01c,False
VRC01e,False
VRC01i,False
VRC01j,False
VRC03b,False
VRC03d,False
VRC03e,False
VRC03f,False
VRC03h,False
VRC03i,False
VRC06c,False
